"pi","gamma","phi","sa"
20.5573422741409,0.634072853848499,0.515295318102982,0.590005654840474
21.174871943811,0.458258784024825,0.519354535365264,0.554298825138225
18.2315957993017,0.446646716163852,0.435865343414951,0.426599359284248
19.7347218158359,0.502696742109229,0.515730900983782,0.523216695398278
19.6376622849822,0.460870051630765,0.527861526208511,0.490763733951967
20.92539679959,0.570721093117119,0.429732766392696,0.479839739366713
20.5810579199032,0.493527081430413,0.42252326554561,0.389103895268236
19.318020201266,0.498447395292211,0.514445772775031,0.434126291889502
20.5473567850831,0.523128332133898,0.552426034143054,0.416889022681664
20.8707760476312,0.529753458484417,0.514424872885636,0.42392779803253
18.8751365822204,0.551011448097973,0.465460313419669,0.464615282692358
18.7914274661707,0.521588798463953,0.522747646467333,0.456554571613287
21.3025456290497,0.434285340108725,0.443305435395064,0.455561643113422
19.1798737387753,0.548572376766918,0.480668691853697,0.505501792986437
18.8368506446967,0.491174181209979,0.456790670795566,0.50016346074576
19.6901053705175,0.522881756202623,0.480393341988695,0.545024882355326
20.4276077691417,0.411481956720087,0.445899165267576,0.5015838423109
20.1560510210259,0.525040915347415,0.536061397031516,0.538613212529745
21.5422918166045,0.488621146283252,0.512078817220309,0.568912732768414
20.7111406954931,0.458332342315626,0.512572927283277,0.552929910977119
19.5499789998142,0.540770152420215,0.479222400597427,0.505460216866365
21.3714837889011,0.518045005087782,0.502011408872698,0.548360765999462
18.6460887940248,0.443695383769226,0.43582949053548,0.468309440131408
19.2980838915885,0.549066226920269,0.462955339241702,0.544045004200391
20.264657833302,0.418848221072367,0.497074111129155,0.494858001326345
21.3024015030153,0.478335958307423,0.518296916333127,0.524438232337363
20.5218146502778,0.52262045931732,0.439327737276359,0.519860522687618
20.526598101134,0.460647699577103,0.460888911694678,0.469681232533436
19.8762031776198,0.501171093961357,0.480857997854216,0.465918301205707
20.6238821837077,0.519094575414117,0.503923261087804,0.399273411915378
19.4383635101299,0.456500625215151,0.515113923902904,0.538758856266291
19.2503901635816,0.516366429597864,0.539041684845065,0.50564397491931
19.8346020410611,0.499251417136704,0.421930633063137,0.510327380176925
19.8122605217109,0.420799708542872,0.47201164314452,0.61281279300677
19.4657201891223,0.486674179119993,0.430350457790806,0.536740373594581
19.3914076719081,0.421537919519948,0.552769422471407,0.415353384868631
19.38045138657,0.476551287716476,0.459430640473546,0.429732536474854
20.4166392729155,0.494542577825671,0.474201313624503,0.568875651064159
17.3403328581692,0.509782980605069,0.513619880446207,0.470585680445098
19.4319525570439,0.484990687817173,0.450760943422646,0.53144644548971
