"nj","na"
24.3149613775313,30.2097464445978
19.8378330189735,25.7819958031178
41.2868303153664,29.6782652568072
30.1360360253602,35.8719229139388
39.7654940746725,46.0705241281539
46.9406869728118,20.1658857706934
29.234163146466,12.8817071672529
34.2398454900831,47.6762643828988
39.8877732828259,26.0073741897941
10.8666301704943,35.693483678624
15.2660070639104,39.3491594027728
41.6356647573411,13.9675907511264
48.062564926222,18.3947131317109
44.9517756234854,20.2567354682833
33.3581404946744,35.1007849443704
44.216397004202,44.4456690829247
16.2846432346851,26.4553028158844
48.9748775120825,19.2715868819505
37.4796932376921,43.5295272246003
34.6260374970734,31.3788277003914
24.9965176638216,16.0042379889637
46.5705888997763,22.145030759275
25.7455431390554,10.630545290187
47.9143919516355,29.7489901073277
48.3238438330591,23.8666518777609
14.6782384254038,49.7637235093862
18.2725014351308,39.8125604167581
46.6755538899451,42.0154917705804
36.3652842026204,49.2123552504927
22.1875957865268,25.4445277433842
11.6891752835363,49.8593342956156
46.7243830114603,13.3170936442912
17.4129305500537,21.3538394495845
21.8032325059175,11.9293801020831
30.6321537680924,46.491586882621
18.4745845105499,20.897652329877
39.7608632128686,10.9361987374723
47.9890818148851,26.58541331999
11.2515118531883,16.6646138392389
45.9052669350058,23.4548192191869
