"nj","na"
39.687341786921,46.8899661116302
23.0173623282462,23.170031150803
14.250140497461,17.6098152156919
35.8365656901151,49.9912390764803
38.465866483748,48.5669170506299
12.8302496112883,26.2514179386199
24.3701314181089,38.6048846878111
16.3801610283554,48.0745554901659
24.6570299565792,15.0994057301432
41.772953690961,26.7714863084257
42.9356961511075,24.8928051907569
38.3645944390446,40.174960270524
13.871216699481,21.331854229793
13.2820064760745,45.2001875825226
24.6804476249963,28.8459825795144
18.4955430869013,46.6148993000388
23.3955289423466,37.5983206368983
27.6998502481729,24.5348104741424
39.5897059887648,41.5853854361922
40.8193273749202,35.2357881516218
22.5204691290855,26.3071101158857
31.2721843179315,13.0547455511987
45.4685856029391,44.5792140439153
19.1047906968743,41.0545755922794
25.5449891556054,48.5089573822916
43.2356183603406,48.6199520062655
48.9184424933046,27.3592844884843
30.44413597323,29.1448059957474
49.3917768541723,11.3468297291547
40.9356950223446,25.7810416072607
47.4749336205423,21.2529733311385
17.8496228344738,44.3692243471742
22.7250417042524,21.4418121147901
26.442595757544,16.9346778374165
34.5611613336951,40.2740636933595
25.6229771673679,14.9083106312901
19.7606523521245,15.4620032757521
13.9987472072244,12.2784051857889
44.315167395398,46.6286380309612
17.5354526285082,46.6094623599201
