"pi","gamma","phi","sa"
30.8355841519018,0.349851454087673,0.588026224572595,0.625124806504898
42.4513042966536,0.34520855823746,0.445962376838981,0.6654903765248
61.2885033687579,0.698838687600028,0.434666361071514,0.730490535270027
30.9714593660124,0.593883590078516,0.367333782485956,0.299243947714326
29.1813986657426,0.549113547783724,0.185569067593521,0.71673281418679
20.7764592816447,0.479552704431219,0.478919009837657,0.188908533267448
45.6803762305988,0.487340602233596,0.483224799582021,0.467753505157004
37.1859719552926,0.376676798428874,0.478949585352853,0.323424751737868
12.7300492586787,0.512796467014822,0.590433446992537,0.42712588768924
21.8350937318529,0.49787520566599,0.288759877055287,0.57635896800279
