"nj","na"
10.7495224196464,11.6420510597527
36.1993767414242,27.1413276623935
42.0626869332045,33.334570126608
17.0143070630729,41.8630271125585
47.620799690485,24.5801455155015
21.7762090079486,48.7333132606
11.6471454594284,11.4834207296371
19.0413116756827,31.3987383898348
25.147758172825,33.3228250406682
21.948617445305,11.7912872508168
31.5957692358643,11.4480547141284
46.2958556227386,18.8045527413487
46.7119726818055,37.5663023069501
36.0698196757585,45.4838390555233
36.5774955227971,47.3864583205432
15.8927619364113,33.811906920746
42.257549893111,45.7554472703487
15.3254054859281,48.0198707338423
32.0293209888041,33.4256321471184
31.9035484828055,36.2323462031782
20.5129001475871,14.6920286212116
39.0229802858084,38.4818077553064
15.8445769362152,20.8029850013554
11.7348259873688,39.226383222267
10.0410030223429,48.0448170844465
26.1074454430491,23.6624784488231
45.5339580588043,49.1434349492192
30.5555078852922,17.283564498648
10.8894447423518,28.0361552536488
27.4656064342707,35.2880139183253
17.0252948720008,47.5263056065887
15.2558775991201,48.2455509155989
13.2316998951137,17.9309225361794
36.5679910872132,24.9414401315153
24.0484470780939,24.2578618600965
11.949359588325,29.7446226235479
25.8430421631783,48.8115138653666
46.5584074985236,12.8684976976365
48.7709380034357,47.7218396961689
39.4984611216933,37.3189861886203
33.3625376876444,37.5968080665916
35.1952861435711,31.8849730491638
41.3564143981785,45.2963582240045
40.1010759454221,15.853902194649
21.9846075028181,44.2729014530778
46.3314864691347,18.7332486920059
48.8270624354482,46.104860752821
35.2586643770337,18.0583673343062
36.1219032667577,35.3708740510046
16.475882884115,34.2960026673973
23.4936223458499,27.8857362549752
25.6272615492344,11.8153528962284
31.7472736630589,39.4745309278369
11.5244401339442,17.2509622946382
23.402397306636,49.1026900336146
46.847396986559,12.5133009906858
18.5266508813947,12.530779382214
11.7824417538941,38.1697117723525
25.9835718106478,42.2564016468823
10.7862366456538,20.7472360879183
31.4853282272816,40.5988603085279
24.1287335194647,20.8905564434826
27.0168600976467,38.6449471116066
34.0889350883663,42.762074097991
32.2825883701444,22.2964231017977
28.3651173207909,48.7554703094065
40.9789762459695,45.7610869221389
35.0557547621429,20.6658965814859
16.7684570606798,10.394339542836
28.6031180620193,10.0285258702934
22.5352082308382,47.4256571661681
46.4453160762787,40.6488406751305
30.3668917436153,40.196474539116
40.5432624835521,45.1805542502552
22.4480360653251,13.4126282297075
18.1489641405642,24.4107515644282
29.7920498903841,49.8263550084084
11.2790862936527,39.1546599008143
41.1415119376034,12.2706944867969
10.4879589751363,46.3402828108519
40.6691135000437,31.4582868479192
42.6203719433397,30.5816340819001
28.734841318801,49.1724732518196
45.9000702761114,27.9866976384073
30.9083610400558,17.2806475311518
33.5486107040197,36.2331813480705
29.5111469365656,49.3082463555038
25.5927611794323,27.4099314492196
16.3589424546808,24.1212835349143
16.7666406370699,20.1887936703861
22.2969079576433,19.8797712661326
12.5007105991244,38.0006890743971
37.6871769409627,24.3451472558081
16.5703309886158,48.2744477689266
46.9249931070954,11.324950363487
17.2939931694418,17.4290167167783
34.8004610277712,45.3089450951666
13.7936059664935,45.2743323054165
42.0008498895913,40.5608169268817
30.1671122107655,14.2029403243214
