"pi","gamma","phi","sa"
21.0358716350919,0.479892763843457,0.456259074466308,0.459729134256182
19.278002821074,0.440782035309872,0.519552514510744,0.522752936373056
19.6717327929333,0.53780786347892,0.498301289845158,0.465250726060566
19.0651152775574,0.445081513073736,0.443581668399784,0.489661638198095
19.3229890568086,0.51032472804137,0.573402515812996,0.47380880738528
19.8961949759372,0.498690950551094,0.513649877768542,0.457940195560719
20.0976203933616,0.424623507248884,0.542714956499882,0.606901354511503
19.5845721753136,0.528855555441875,0.493907582474515,0.435729463728824
19.5750090340723,0.469326422064071,0.441638690522435,0.504605737222822
20.1353910607603,0.521187437387,0.53532948725918,0.533211081377697
