"pi","gamma","phi","sa"
19.9047661459458,0.493719591729705,0.620766896238251,0.466692894038987
18.4014948187902,0.552923376558781,0.464904440756986,0.540888600295218
18.7394438688053,0.575869869751683,0.447409897668914,0.530258781451239
20.6176788891242,0.476953256352969,0.554516774378726,0.527280596898271
20.9080252795778,0.549986760988423,0.46563477849818,0.538678299432648
18.9374591868456,0.469405600184434,0.41116644159192,0.519032082336668
19.5103027406498,0.429958791778915,0.416140820414801,0.477182141653689
19.3488445459308,0.553780269754385,0.493608801926706,0.474359322956023
19.7022346163295,0.49011517039853,0.428739162183763,0.526285514570659
21.5327793526687,0.560904679808259,0.535851625500736,0.457790532594281
