"pi","gamma","phi","sa"
20.01412059615,0.488588567609272,0.520500606923242,0.519700153541428
20.1299828011472,0.508983700510037,0.515947911847907,0.499454549553001
20.0828339719,0.498298718489102,0.48941296218515,0.50955936012851
20.2057676685841,0.502391524595407,0.460337554504095,0.481802920773189
20.1002883178453,0.529310218647092,0.477330315109057,0.508799701956114
20.2084656153267,0.52300638433858,0.474639396146605,0.498764634097055
20.0368509934284,0.502638192145273,0.486165477069085,0.526348899857873
20.0788210287824,0.509912345628439,0.544588376563703,0.513907365896927
20.0994013468978,0.501795811798331,0.498408019426735,0.509153748426737
19.9365027494806,0.493454227801074,0.519285183251502,0.526351624879807
