"pi","gamma","phi","sa"
20.1867238243612,0.491685270900142,0.518783575829165,0.481649591918957
20.0593265829913,0.501638273829755,0.514937463310851,0.522594571059291
20.0780854541154,0.468081118758107,0.515131167988844,0.494424304254211
20.2515350690708,0.502148472568239,0.487504926255488,0.484658279055274
20.0747654958164,0.485446681293035,0.506588687140543,0.508148330454674
20.1329842227753,0.522997104508845,0.493942680364352,0.533113472271605
20.1756217590882,0.46417164372145,0.491817944625287,0.493503303207437
20.2595566511744,0.521010025023419,0.508968702142906,0.515978022849356
20.1462240957882,0.500589101344742,0.492025000948007,0.502470052061901
20.0150507493208,0.513255382271384,0.506005014159406,0.483407584549298
