"nj","na"
29.3950624763966,12.6177110522985
30.1886218227446,11.6972567886114
36.1806603427976,19.8678313940763
45.3730446845293,49.8928737640381
31.6876695863903,48.8343106675893
47.9347385745496,30.8501438423991
32.9430716205388,48.0616639833897
27.0568442158401,18.0238583870232
48.2754470594227,26.7315174918622
27.9795384593308,41.0706293582916
35.5332081206143,36.8354548234493
26.198721555993,24.1745627764612
46.1383758671582,44.085081461817
45.5725977662951,34.8793351370841
43.2492227014154,21.7286776565015
34.9615047778934,12.4230948183686
25.7570696529001,26.740860613063
45.0807047728449,45.2985624410212
16.6551416087896,29.1291136108339
41.0523087345064,38.9552279189229
21.3250865694135,10.6806398928165
36.614259025082,34.9335538968444
24.9228359013796,15.6528192479163
20.6799158267677,24.1853940114379
22.607040554285,28.1745468638837
18.9244898688048,11.6246573999524
16.950971595943,26.1833790037781
39.7396466415375,34.1945836786181
24.5422216225415,30.2633558306843
33.1753036845475,46.5099022723734
42.8709721658379,37.1983235422522
16.744423629716,35.435924930498
15.486878156662,45.7280010916293
31.4572639577091,22.379592563957
45.735741276294,32.8163832891732
40.4522597789764,44.1453047562391
25.6747636757791,33.0210837721825
49.2234797216952,17.9069722350687
21.6391083970666,24.133296078071
33.8286130875349,32.9148113075644
