"nj","na"
22.2326124552637,32.1023966930807
15.3642591834068,20.428680870682
10.1138063427061,37.8231600951403
17.8700984269381,44.2663180455565
30.1556660979986,34.67150606215
12.9277535527945,35.4312760382891
33.234755564481,26.3195600546896
29.7093378938735,41.8385370820761
47.2351754643023,19.5271698478609
45.9571342915297,49.8686822224408
29.5114755723625,34.4290433917195
44.8254000861198,43.3287538681179
33.7431300804019,21.5910997334868
17.3148612026125,45.6556234136224
44.933254327625,26.0553961060941
37.3560504149646,19.3972147814929
35.8197834994644,29.764547413215
49.6144346520305,31.7163774743676
20.7878250442445,32.8052009548992
15.4745984449983,33.1618537288159
29.4524840824306,36.5846187993884
20.9491967316717,49.6539227850735
25.5115725472569,44.5605289191008
10.2759835217148,38.7422846723348
13.5270726773888,28.4689584560692
12.2998557146639,12.0293388143182
48.1227243505418,17.091187601909
26.2374414503574,11.4044957235456
33.3938548434526,34.9639195110649
13.5666164848953,43.4899261035025
32.7464933507144,46.8759435322136
31.4807766396552,37.0932075753808
32.6119147334248,17.4730696156621
25.556717319414,48.1857248488814
14.858085680753,26.4037796203047
12.5169576238841,32.1638703625649
24.7926492523402,15.8312828000635
19.8168515600264,21.6075073182583
24.0342040546238,36.9834639504552
22.0613928325474,40.4202171321958
