"nj","na"
23.3914627041668,24.5572159904987
34.174743257463,32.7028160169721
31.6959950700402,23.1283044070005
12.376154391095,29.5399968791753
13.2230809796602,27.388830082491
49.829508299008,45.0909430440515
49.3575757928193,42.0933543331921
11.0801240429282,33.2578120101243
42.9460683837533,35.8491246588528
27.4431999959052,20.0793371349573
30.0766538176686,47.0345773827285
30.7979005295783,21.9573500752449
14.3796209152788,40.214430950582
36.9102239701897,11.7441093828529
37.1995209902525,39.2005147878081
40.508056236431,35.4325065482408
41.3605222571641,29.2420123051852
20.1885411236435,24.9136232305318
42.8184218890965,45.7688618265092
16.2121541704983,26.3544041477144
31.0823425929993,18.7123507261276
11.0926503874362,22.4208291713148
36.363966288045,46.7996889073402
39.2054319009185,44.431078331545
36.8762539885938,20.9590991586447
34.9016925506294,40.6679396051913
31.1158717423677,18.1511934008449
35.7080983929336,35.648065507412
23.708031475544,31.917233383283
33.3501635398716,23.8432082906365
27.0394316408783,31.9665053393692
11.8977436330169,13.1302830949426
38.2938993349671,36.6146491095424
29.8905700072646,14.5032122079283
40.2582804765552,38.0931973643601
47.2412542905658,29.1296920925379
14.4844338856637,29.4870081637055
23.4203242883086,47.6502679754049
44.8769756685942,13.7628511618823
18.7850400619209,40.3269438166171
15.8785600494593,43.4895184077322
39.3482411000878,31.7922580894083
27.6226959191263,25.5492322612554
44.2569205816835,49.6374220121652
34.4724540133029,15.6096318736672
41.6024983860552,47.2183360159397
27.825063187629,16.8518111202866
46.4667690265924,12.816939689219
27.1032189577818,25.0454052072018
17.5045763328671,38.0697023496032
33.8027615193278,25.7177104614675
37.7951170504093,38.0314453132451
41.7085400316864,49.7528451681137
14.28930667229,22.8027354553342
35.9487136919051,24.1018955875188
41.1729200463742,38.9473950397223
12.0255228225142,45.0310261361301
14.2116001807153,47.5266738142818
31.166582359001,15.4912037681788
39.7198298200965,47.4463624600321
43.2721384149045,41.0160368867218
16.9489848613739,29.1645245347172
28.5972393769771,15.58090897277
30.1657617837191,33.090624846518
37.5878448225558,49.7362438775599
38.0773929227144,46.0715020168573
36.4884319249541,11.4222959149629
49.2022934835404,43.0211453977972
31.3213599100709,26.1582964565605
45.0629221275449,12.5153022166342
