"nj","na"
19.7976043168455,31.1502278968692
36.1759016197175,30.8796162344515
36.151508372277,41.7491694446653
28.7731887865812,15.3801367152482
44.2762805335224,35.2383678872138
37.0072786137462,27.5231649540365
43.2609884999692,45.0774943642318
10.5430411826819,49.9605355970562
41.5091356728226,45.3203758504242
14.0909913368523,46.0277484264225
16.373872756958,37.7324922475964
32.2365185711533,40.1922461949289
47.6190432813019,39.6434490848333
35.6651324778795,35.0770053174347
12.6126696169376,30.7468427531421
34.9991822615266,46.8457001913339
45.3069152124226,42.0082436688244
25.5728264898062,12.6965665724128
38.0198627151549,45.4976347088814
47.0999224670231,30.4027021396905
28.7008858565241,28.6849086917937
38.2948544248939,12.4103055056185
12.5098554510623,13.4262369666249
14.4972776062787,33.853970495984
44.5212469529361,23.107871580869
31.4695007260889,13.6423743423074
23.7744957674295,25.9849512111396
46.1234808433801,38.8517186418176
49.9855873640627,40.483469972387
49.1749096103013,38.7048548739403
39.6908866800368,27.7148195914924
49.4428709615022,38.7975964788347
20.2643135283142,22.1221461519599
44.9135393742472,22.5686149857938
16.4515177067369,18.6567018087953
10.9638339467347,38.2577030267566
18.1795046105981,47.2731929924339
12.5693613290787,35.5233158450574
39.5356557704508,49.9599860049784
45.5287294276059,39.5331459585577
43.3478471450508,46.4523728750646
33.304106881842,43.3132826350629
27.2989621851593,43.2876341231167
10.6009393557906,40.3505162894726
49.032569937408,45.7634207233787
25.2625371422619,15.505656702444
16.2111500930041,12.0862511266023
32.2067126072943,19.3617740552872
47.7729476615787,18.8597553316504
20.8734565693885,37.2461427934468
44.9792053364217,33.7241190765053
16.3324534147978,47.5437992624938
25.1385718490928,24.9096811469644
40.4766590613872,20.1251240912825
19.8929381556809,47.5128522608429
35.2465585339814,32.1966871805489
14.9762634187937,11.0430959705263
27.5598040688783,20.2196761220694
17.0783396624029,25.4339538980275
17.1103672403842,32.3529079835862
48.8212932273746,46.6799257881939
48.2551877945662,23.6821553204209
14.9129438400269,15.6026787590235
36.8321033194661,31.8769616167992
41.153308795765,43.0399256292731
10.757395811379,14.4908393826336
23.7390386685729,44.3753974325955
23.1825402285904,14.070448987186
45.0583662744612,12.79058043845
19.5084133651108,19.3349645566195
