"pi","gamma","phi","sa"
20.1078526648397,0.494569998305693,0.514451435484454,0.495875827015665
20.1076066028783,0.503856035336597,0.5315173163188,0.508549598689817
19.9966584624557,0.482740681531797,0.505646285775537,0.512052145613038
19.9673048006773,0.485892981266623,0.468649034040429,0.508852963309085
20.3116827049183,0.509895065867137,0.501938823625395,0.518029150996374
20.0529289744443,0.503486342613454,0.499515979994662,0.512116631703688
19.9371978186363,0.527677945578597,0.504135981088486,0.498023322641402
20.0289193923863,0.512649641837444,0.475158544427809,0.489185775436574
20.0057856278704,0.489968175456883,0.518928109946092,0.505639303619723
19.9935910503819,0.520474904838536,0.484134460298836,0.490343998519334
20.2154726127149,0.483496241980357,0.494364965375619,0.472905361814948
20.2178025837908,0.529234828203499,0.519008471269253,0.493059675239375
20.0616422757669,0.517561443371056,0.510477594489264,0.513362647926112
19.9879732922331,0.50514242127415,0.524569734219689,0.506378521643507
20.2224618404539,0.490746481164029,0.475463910385398,0.501766043532803
20.1437523385425,0.504536888810282,0.512979679394951,0.503239773760678
20.1057116226258,0.489412730593692,0.508835687505831,0.474463111844358
20.038240083319,0.521557307467021,0.494665610904473,0.510595525290916
19.9234130044918,0.511488069780533,0.506509012871882,0.512368218855154
19.9490704598265,0.510717244625513,0.502085137014934,0.508980424185337
20.0596361529539,0.487584072932478,0.491918328670546,0.509791589959795
19.9996376618996,0.523109177777278,0.482271646422338,0.507242985644561
19.9343867362776,0.493220121666656,0.499995642357057,0.496988203166005
20.1211758604437,0.511030514028947,0.533560400667488,0.534745134246853
20.0899674572672,0.514964564737509,0.515402875010475,0.511795522674452
20.0000906957311,0.492090935628092,0.474984161875747,0.513240718368873
20.025772048678,0.497677211512939,0.502019376350175,0.505193149598951
20.0568298453337,0.512628399246222,0.500002426821242,0.479124781062895
20.1347932155591,0.507092918372298,0.482120087690324,0.480623038543052
20.1655439402653,0.48874166885532,0.48743207012116,0.474938092325996
20.1742804389838,0.48030136174275,0.510260219979514,0.520847809901911
20.2101504544336,0.491598925843117,0.498133065402655,0.501559546703792
20.124983591209,0.515704665924351,0.502526393996077,0.515508608339085
20.0393544610438,0.510108019059448,0.526683004590647,0.476270108837106
20.175839815114,0.494831434233289,0.50313522641944,0.522736913831168
19.95090414491,0.49323860862164,0.495922820323757,0.51089725096811
19.9368818646369,0.501789597354439,0.469168935792568,0.510950094034024
20.1082722227563,0.501398030824929,0.469870065309289,0.470089375518784
20.0335592073793,0.516387577166332,0.520855125200679,0.523830266400937
20.0862756916208,0.505521437911278,0.49720348795977,0.501294543115404
