"nj","na"
42.1484390366822,43.9557466376573
14.2398285400122,33.0185272078961
41.7085402552038,12.8767317719758
10.5684733856469,35.508697880432
49.8192145768553,21.9010417163372
18.2513211574405,20.9587683994323
17.7099916245788,10.3199702315032
31.701227016747,26.7812825087458
11.2546472623944,47.7600887604058
44.9773212894797,35.8578520547599
36.2622480653226,46.9823134783655
14.0211460646242,37.7260614838451
23.6512716580182,32.8204137925059
42.7196745574474,29.3995624501258
15.0961737893522,48.8865265436471
45.9497150219977,36.088667018339
10.7196135818958,27.0481045823544
16.0861063934863,12.1184949483722
39.6197827067226,49.6471647359431
48.4697413723916,28.7988553848118
45.3869983181357,14.6021429914981
45.1256964355707,38.5607960261405
26.2039583642036,14.265725761652
14.8026713915169,10.1813604962081
14.2793451156467,28.1171285454184
44.6012047957629,24.1097753308713
31.1774184461683,40.4255105834454
16.252026706934,18.2604876346886
23.9183657895774,47.3331351671368
25.5082446429878,23.270558565855
35.3303052671254,49.7712076175958
19.3075974099338,40.4841637611389
23.4370747674257,15.5674948915839
29.0537022706121,43.9995842520148
27.1538120042533,22.7792712766677
10.6780968327075,23.8466458395123
12.1996013168246,12.9791449476033
18.0659595131874,12.0171224232763
47.0939597766846,19.4088427070528
11.0607474111021,42.3241206072271
