"nj","na"
22.8762916009873,30.3859228827059
17.3898075893521,39.7435444500297
17.2312197089195,16.0176036786288
18.5878514684737,29.6527961455286
15.6803042255342,19.1638633236289
22.618510518223,11.2946835532784
42.673015287146,26.0627593938261
17.3242116440088,27.3617903701961
22.7070567477494,35.8883491531014
46.2291612662375,45.8488478511572
39.2702396307141,46.8228969350457
49.1448302287608,21.9985764473677
27.6676794793457,27.2159297484905
11.0908974148333,45.6957275327295
38.9263415988535,19.0935024991632
15.3848170395941,14.7738067619503
35.6418236810714,27.6823365595192
46.6890592221171,25.1615227106959
11.2887002434582,21.3161915354431
32.6021920982748,20.7448005396873
48.3180558960885,41.3387778028846
43.7289361748844,14.3076867982745
25.543297668919,49.5645938627422
47.6201645378023,40.193789396435
38.8407131750137,44.8603461030871
36.1696740984917,25.5774300172925
45.4080082476139,43.5394544154406
44.2623049113899,35.3374922741205
30.9136551711708,12.3921822570264
31.5924760419875,19.0404748823494
46.7281146906316,24.7443177457899
49.057201789692,44.2083915416151
29.4699148740619,23.3238414581865
36.4224875718355,41.0740700550377
10.3397445846349,11.8237932398915
28.466829881072,18.4896451886743
14.7390984650701,19.8545133136213
35.0802181940526,49.3462249729782
48.9415983576328,29.721913151443
46.134083122015,15.4296920076013
16.5561610087752,14.7132969927043
22.6009643450379,44.1181797347963
18.2661777269095,42.7248000446707
16.6478067822754,27.4700312875211
45.2960663195699,40.9057847689837
33.9493306074291,26.4845213107765
20.7353163417429,16.3323752302676
20.7571089453995,27.3605357389897
47.4472302664071,20.6062083598226
41.008866308257,13.510381039232
42.5932799000293,12.0106569491327
11.2698418740183,42.5588242989033
10.923776961863,27.2601287346333
10.0345658604056,28.6934615392238
34.8054417409003,18.230463443324
29.4064117223024,49.0800282731652
35.5547704640776,18.1014598160982
42.1913665533066,16.6733013931662
33.7962270155549,35.9751164168119
11.4748046081513,33.2696860749274
37.450246643275,35.8217318262905
11.4577640965581,22.3105989955366
19.0151397977024,23.5185386333615
28.9395750220865,45.3746737074107
13.7543821334839,22.0609743800014
17.30059703812,33.4085931163281
17.429913142696,35.031621735543
25.1871675346047,16.3603823352605
27.501995395869,28.3625799510628
24.8742712382227,46.724121524021
