"nj","na"
42.7435597777367,48.8797587249428
29.7503960132599,44.5219177659601
13.3554336242378,40.6109966523945
25.8290526736528,41.252730069682
26.5644572488964,23.0229161866009
26.452816221863,28.8822480849922
31.7752412613481,35.757542559877
27.782621011138,20.8410074468702
11.9783006701618,29.0271727647632
44.7143528331071,31.7968912515789
15.300333397463,28.7852237466723
14.099270934239,17.5923567730933
23.3721916656941,40.3188780322671
33.972508860752,29.3301194347441
32.1893570106477,44.8052983358502
26.3285569567233,19.2619649227709
20.0714182946831,31.2673135846853
49.9780875630677,17.4844694323838
43.4872808679938,39.8436177801341
25.4431353416294,23.1793475989252
17.4141937959939,23.9338151644915
30.6961842998862,39.57629092969
46.0118205845356,49.7465759236366
11.7453501559794,27.7963821589947
40.2632772643119,13.3959958702326
19.7337071597576,12.2086606640369
31.0672786552459,34.1580804716796
29.2838458996266,48.1577995978296
27.1089108195156,20.2338487282395
36.2519423477352,34.7639213968068
32.2041399311274,39.4731891062111
47.1693011373281,19.1242209076881
22.7093507070094,10.3959025628865
40.8790909219533,39.8442202527076
11.6774950735271,17.2801423817873
23.3631035033613,44.8873281851411
17.7557078190148,32.7755237836391
45.8758314233273,14.9284522701055
17.8423347044736,17.4465402867645
35.7247161865234,45.9647790621966
36.4034833014011,26.3262395281345
13.1732033006847,19.294775640592
48.1231923401356,14.9117024149746
20.9971375670284,48.4350963495672
36.3321694545448,15.1175389345735
14.7328321728855,46.6461065877229
46.8986551463604,29.7917289566249
29.3244363646954,26.3655237201601
35.0860034395009,24.1169837024063
30.5032712128013,47.7440171036869
17.2009305655956,28.4188555926085
19.850564841181,27.5153078883886
10.5676465295255,17.7848291862756
47.0657946448773,20.5420826654881
43.1575484387577,29.0506860055029
12.2758887242526,39.9231136031449
43.6072411760688,43.9575331378728
29.5214617624879,25.0459412112832
33.8902856037021,20.232322877273
31.0610959213227,25.7037098519504
26.9851885270327,47.625566618517
40.8067565318197,25.4006099887192
31.0015434399247,27.8685044962913
22.4674076773226,30.613456023857
33.364462191239,13.9888112060726
17.6264205481857,40.9957698173821
34.6262350585312,34.5334604009986
17.7338991314173,33.763572005555
34.1027815267444,27.8062277007848
10.5967948306352,34.2420248873532
41.5111221279949,21.9232439436018
26.1068108025938,37.2599789593369
14.4649377465248,36.0447419993579
32.3995922878385,14.0330172795802
22.382051916793,11.9890051707625
14.3560224864632,49.0939861722291
26.0664683021605,30.2880497183651
25.7212564907968,34.4428681116551
25.7619062718004,34.1750495880842
29.0338908974081,13.8383250590414
25.623327717185,21.6686489526182
32.4963957536966,47.8646817151457
17.3403764050454,11.4855786412954
27.1741256769747,34.1884516179562
47.2045786771923,30.2506360784173
17.4431302119046,30.9584508650005
24.4648192357272,41.4302297402173
45.2554452512413,48.8105217833072
31.5059835650027,11.013650894165
19.7947306744754,36.3022991269827
39.6291588619351,15.156598072499
31.6808377299458,11.0119877383113
27.3118271958083,41.6164001170546
19.6287530940026,15.538102760911
26.3622088823467,37.8841331042349
17.5799163989723,11.6469121817499
26.9376099761575,43.0549854040146
14.2364327330142,43.3460684400052
11.7665505129844,37.0973912905902
27.058637952432,34.7520254086703
