"pi","gamma","phi","sa"
44.5918860868709,0.401181903334565,0.39222504460495,0.662536409045416
13.8006115351624,0.309640013223957,0.654680854930356,0.645521613435226
11.7165770032167,0.661734789297941,0.569063885887383,0.28986125366646
55.5736606099486,0.708605989573709,0.592154821888074,0.216242653553293
18.8145240516161,0.449328626271167,0.237514684841435,0.703220920432481
28.3849316310027,0.339805676404661,0.581999560682086,0.386226444349186
19.495363827702,0.69629928496441,0.634172438517046,0.247258737284755
22.9860930356881,0.299115697240985,0.742345170907807,0.437408435011315
7.87540649339425,0.28784536934267,0.469690135096817,0.346416349588802
53.2124354260795,0.454623943856644,0.36900027972925,0.41245158194254
