"pi","gamma","phi","sa"
21.6655316587078,0.433733591811298,0.491340551050166,0.475107598372529
20.0023892531209,0.574603122525182,0.519657502453516,0.510108347412007
22.0819173772754,0.465884848030518,0.482882975088674,0.569598762749105
20.0747106228945,0.508018468107865,0.563863872867093,0.427548336132253
21.0096965877058,0.525208226253859,0.4670428696053,0.521139828965169
20.5983033452584,0.484510377469846,0.607060328291634,0.548544020327175
20.2172336717499,0.500103220107541,0.473594370434679,0.503802088573962
20.4341627265356,0.62719608609372,0.561801294089742,0.533647499454348
19.5526199777453,0.449604828797848,0.40559859817224,0.497760093272758
18.6387724147602,0.443428709542222,0.460537301870402,0.590983531047084
