"pi","gamma","phi","sa"
19.5168038036929,0.434835545714697,0.410038265226081,0.511846746477549
19.364285485925,0.447405030039282,0.523505176167811,0.449134623669143
20.2288103753989,0.508532338207773,0.576123495204643,0.498591150425564
20.5100992750822,0.573060216223966,0.59433216403174,0.535316911815895
20.7499382972407,0.548382755178881,0.568259270913072,0.486598415266348
20.9625243135615,0.557691301866993,0.459430897503964,0.417225799292088
20.2105398240372,0.520968184642945,0.478130000233322,0.459662772310022
21.1118300134183,0.537247553893733,0.415206589385624,0.47729648564191
19.5021613138855,0.526227567134583,0.512661056691159,0.496114160616003
20.0272815606228,0.481433426434846,0.493575491178527,0.440059489699072
20.722434546608,0.519081589007781,0.505125925306382,0.476422843216355
19.498993038608,0.500389780591059,0.43423900607572,0.516003328068835
19.5888995390126,0.503809431671292,0.484574960961252,0.34017973045631
19.7095770129144,0.477673001248678,0.477020274765057,0.428373800976963
22.0453623990834,0.484161614755989,0.439523892657866,0.429085504813814
18.7572578180468,0.552050005202777,0.558679450569507,0.457518873949959
19.2890659663173,0.476301802677367,0.51315249130298,0.473006142791686
19.2712674502937,0.408151666834109,0.460290269234732,0.47932011873957
21.1781569715129,0.465106461985735,0.426745792580902,0.394937335906331
19.551185145617,0.509110758002894,0.453767315640609,0.516491091442464
21.7378856572903,0.542287671492718,0.446964256057326,0.50643598894833
19.0569618336015,0.609495911030131,0.577533148959037,0.563690449076164
20.2180811702282,0.552723840462362,0.551495019399357,0.493346378541941
18.5753437750011,0.526629868432224,0.38349609108922,0.479036328117719
21.4066082124031,0.442048208548284,0.514126166794591,0.569270218045835
20.8381297410002,0.480390936401999,0.50097454785923,0.497477879794386
20.363510406573,0.519868799557235,0.504682857571375,0.514385386024467
19.0971866043423,0.521910540425797,0.448898716673676,0.576821962122966
20.350088785699,0.521288825180316,0.496399874934727,0.545469829775033
18.9810447845059,0.395329604154163,0.592648036121219,0.513810641576573
18.0967778906104,0.522046174262067,0.511793056106671,0.570763971588651
22.8043422373521,0.5714333377606,0.55837234271188,0.401944915895463
21.185407770693,0.4704595721933,0.475885457168544,0.563943626938372
20.3446067602631,0.461051438930938,0.514658750082782,0.460675023526536
19.1665704679756,0.540721688808918,0.510395362957976,0.480481718882443
19.4204735915502,0.55750067021016,0.452630967270146,0.539089195992346
20.7231616424523,0.51380005213395,0.474211391338518,0.511016622309235
20.006859232773,0.479053614658657,0.524681731819267,0.420936028747648
19.5402244420401,0.473277969930774,0.545214295606709,0.549263471885034
20.1439738291369,0.524534325652867,0.505827935906241,0.500888218994873
